"AKR","ìXï‹ñº","ì˙ït","ìVãC","îÑè„","ñ⁄ïWíBê¨ó¶","ëOîNìØójì˙î‰","ãqêî","ãqíPâø","êlåèîÔó¶","å¥âøó¶"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-20","ì‹","76527","0.0%","122.8%","61","1254","22.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-21","ê∞","43376","0.0%","69.0%","36","1204","40.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-22","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-23","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-24","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-25","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-26","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-27","ê∞","69497","0.0%","111.5%","56","1241","25.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-28","ê∞","75854","0.0%","120.7%","59","1285","22.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-29","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-30","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-01-31","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-01","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-02","ê∞","2683","0.0%","269.6%","1","2683","81.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-03","ê∞","70397","0.0%","91.1%","57","1235","22.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-04","ê∞","76617","0.0%","99.4%","53","1445","12.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-05","Ç›ÇºÇÍ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-06","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-07","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-08","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-09","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-10","ê∞","86992","0.0%","112.6%","75","1159","18.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-11","ì‹","97056","0.0%","126.0%","70","1386","16.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-12","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-13","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-14","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-15","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-16","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-17","ì‹","95878","0.0%","124.1%","76","1261","16.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-18","ì‹","87514","0.0%","113.6%","70","1250","11.6%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-19","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-20","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-21","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-22","ì‹","2900","0.0%","0.0%","1","2900","75.6%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-23","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-24","ê∞","82391","0.0%","106.6%","61","1350","10.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-25","âJ","72682","0.0%","94.3%","51","1425","12.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-26","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-27","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-28","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-02-29","ì‹","4060","0.0%","0.0%","1","4060","54.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-01","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-02","ê∞","83413","0.0%","112.4%","61","1367","18.6%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-03","ê∞","83610","0.0%","93.4%","67","1247","18.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-04","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-05","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-06","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-07","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-08","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-09","ê∞","95818","0.0%","129.1%","68","1409","11.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-10","ê∞","85876","0.0%","95.9%","65","1321","18.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-11","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-12","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-13","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-14","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-15","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-16","ê∞","96354","0.0%","129.8%","81","1189","16.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-17","ê∞","96488","0.0%","107.8%","78","1237","15.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-18","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-19","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-20","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-21","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-22","ê∞","6836","0.0%","0.0%","3","2278","32.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-23","ì‹","58065","0.0%","78.2%","44","1319","26.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-24","ì‹","102411","0.0%","114.4%","74","1383","15.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-25","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-26","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-27","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-28","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-29","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-30","ê∞","81282","0.0%","109.5%","63","1290","10.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-03-31","ì‹","96885","0.0%","108.2%","80","1211","9.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-01","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-02","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-03","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-04","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-05","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-06","ì‹","92115","0.0%","102.4%","73","1261","10.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-07","ì‹","94051","0.0%","98.3%","75","1254","9.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-08","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-09","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-10","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-11","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-12","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-13","ê∞","93234","0.0%","103.6%","71","1313","10.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-14","ê∞","105178","0.0%","109.9%","84","1252","2.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-15","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-16","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-17","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-18","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-19","ê∞","6400","0.0%","0.0%","2","3200","41.8%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-20","ê∞","73839","0.0%","82.0%","56","1318","23.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-21","ì‹","110776","0.0%","115.7%","93","1191","8.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-22","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-23","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-24","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-25","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-26","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-27","ì‹","65404","0.0%","72.7%","54","1211","27.8%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-28","ê∞","90138","0.0%","94.2%","71","1269","10.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-29","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-04-30","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-01","âJ","1980","0.0%","0.0%","1","1980","101.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-02","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-03","ê∞","4060","0.0%","0.0%","1","4060","49.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-04","ê∞","68024","0.0%","78.0%","59","1152","12.8%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-05","ê∞","96755","0.0%","104.6%","70","1382","9.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-06","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-07","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-08","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-09","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-10","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-11","ê∞","83760","0.0%","96.1%","66","1269","19.6%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-12","ì‹","94914","0.0%","102.7%","75","1265","9.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-13","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-14","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-15","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-16","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-17","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-18","ê∞","54547","0.0%","62.6%","54","1010","30.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-19","ì‹","106666","0.0%","115.4%","77","1385","8.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-20","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-21","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-22","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-23","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-24","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-25","ê∞","87668","0.0%","100.6%","68","1289","18.8%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-26","ì‹","94785","0.0%","102.5%","81","1170","10.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-27","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-28","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-29","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-30","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-05-31","ì‹","3199","0.0%","0.0%","1","3199","63.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-01","ì‹","72543","0.0%","97.6%","57","1272","30.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-02","âJ","86965","0.0%","112.3%","64","1358","24.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-03","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-04","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-05","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-06","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-07","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-08","ê∞","74289","0.0%","99.9%","62","1198","29.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-09","ì‹","99459","0.0%","128.5%","78","1275","15.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-10","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-11","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-12","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-13","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-14","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-15","ì‹","80281","0.0%","108.0%","57","1408","24.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-16","ì‹","94188","0.0%","121.7%","73","1290","16.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-17","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-18","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-19","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-20","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-21","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-22","ê∞","85661","0.0%","115.3%","72","1189","25.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-23","âJ","71879","0.0%","92.8%","58","1239","30.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-24","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-25","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-26","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-27","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-28","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-29","ì‹","72308","0.0%","97.3%","58","1246","30.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-06-30","âJ","84507","0.0%","109.2%","63","1341","17.6%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-01","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-02","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-03","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-04","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-05","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-06","âJ","63876","0.0%","95.9%","51","1252","27.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-07","ê∞","84155","0.0%","124.6%","63","1335","22.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-08","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-09","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-10","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-11","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-12","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-13","ê∞","62065","0.0%","93.2%","50","1241","34.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-14","âJ","75129","0.0%","111.3%","61","1231","26.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-15","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-16","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-17","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-18","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-19","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-20","ê∞","54270","0.0%","81.5%","42","1292","16.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-21","ê∞","83545","0.0%","123.7%","53","1576","17.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-22","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-23","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-24","ê∞","30900","0.0%","0.0%","46","671","25.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-25","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-26","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-27","ê∞","54612","0.0%","82.0%","42","1300","28.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-28","ì‹","70524","0.0%","104.4%","53","1330","25.6%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-29","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-30","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2024-07-31","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
